pokedex_id,language,name 
0006,Italian,Charizard
0006,Spanish,Charizard
0006,Korean,리자몽 (rijamong)
0006,Chinese (Simplified),喷火龙
0006,Chinese (Traditional),噴火龍
0007,English,Squirtle
0007,Japanese,ゼニガメ (Zenigame)
0007,German,Schiggy
0007,French,Carapuce
0007,Italian,Squirtle
0007,Spanish,Squirtle
0007,Korean,꼬부기 (kkobugi)
0007,Chinese (Simplified),杰尼龟
0007,Chinese (Traditional),傑尼龜
0008,English,Wartortle
0008,Japanese,カメール (Kameil)
0008,German,Schillok
0008,French,Carabaffe
0008,Italian,Wartortle
0008,Spanish,Wartortle
0008,Korean,어니부기 (eonibugi)
0008,Chinese (Simplified),卡咪龟
0008,Chinese (Traditional),卡咪龜
0009,English,Blastoise
0009,Japanese,カメックス (Kamex)
0009,German,Turtok
0009,French,Tortank
0009,Italian,Blastoise
0009,Spanish,Blastoise
0009,Korean,거북왕 (geobugwang)
0009,Chinese (Simplified),水箭龟
0009,Chinese (Traditional),水箭龜
0009,English,Blastoise
0009,Japanese,カメックス (Kamex)
0009,German,Turtok
0009,French,Tortank
0009,Italian,Blastoise
0009,Spanish,Blastoise
0009,Korean,거북왕 (geobugwang)
0009,Chinese (Simplified),水箭龟
0009,Chinese (Traditional),水箭龜
0010,English,Caterpie
0010,Japanese,キャタピー (Caterpie)
0010,German,Raupy
0010,French,Chenipan
0010,Italian,Caterpie
0010,Spanish,Caterpie
0010,Korean,캐터피 (kaeteopi)
0010,Chinese (Simplified),绿毛虫
0010,Chinese (Traditional),綠毛蟲
0011,English,Metapod
0011,Japanese,トランセル (Transel)
0011,German,Safcon
0011,French,Chrysacier
0011,Italian,Metapod
0011,Spanish,Metapod
0011,Korean,단데기 (dandegi)
0011,Chinese (Simplified),铁甲蛹
0011,Chinese (Traditional),鐵甲蛹
0012,English,Butterfree
0012,Japanese,バタフリー (Butterfree)
0012,German,Smettbo
0012,French,Papilusion
0012,Italian,Butterfree
0012,Spanish,Butterfree
0012,Korean,버터플 (beoteopeul)
0012,Chinese (Simplified),巴大蝶
0012,Chinese (Traditional),巴大蝶
0013,English,Weedle
0013,Japanese,ビードル (Beedle)
0013,German,Hornliu
0013,French,Aspicot
0013,Italian,Weedle
0013,Spanish,Weedle
0013,Korean,뿔충이 (ppulchungi)
0013,Chinese (Simplified),独角虫
0013,Chinese (Traditional),獨角蟲
0014,English,Kakuna
0014,Japanese,コクーン (Cocoon)
0014,German,Kokuna
0014,French,Coconfort
0014,Italian,Kakuna
0014,Spanish,Kakuna
0014,Korean,딱충이 (ttakchungi)
0014,Chinese (Simplified),铁壳蛹
0014,Chinese (Traditional),鐵殼蛹
0015,English,Beedrill
0015,Japanese,スピアー (Spear)
0015,German,Bibor
0015,French,Dardargnan
0015,Italian,Beedrill
0015,Spanish,Beedrill
0015,Korean,독침붕 (dokchimbung)
0015,Chinese (Simplified),大针蜂
0015,Chinese (Traditional),大針蜂
0015,English,Beedrill
0015,Japanese,スピアー (Spear)
0015,German,Bibor
0015,French,Dardargnan
0015,Italian,Beedrill
0015,Spanish,Beedrill
0015,Korean,독침붕 (dokchimbung)
0015,Chinese (Simplified),大针蜂
0015,Chinese (Traditional),大針蜂
0016,English,Pidgey
0016,Japanese,ポッポ (Poppo)
0016,German,Taubsi
0016,French,Roucool
0016,Italian,Pidgey
0016,Spanish,Pidgey
0016,Korean,구구 (gugu)
0016,Chinese (Simplified),波波
0016,Chinese (Traditional),波波
0017,English,Pidgeotto
0017,Japanese,ピジョン (Pigeon)
0017,German,Tauboga
0017,French,Roucoups
0017,Italian,Pidgeotto
0017,Spanish,Pidgeotto
0017,Korean,피죤 (pijyon)
0017,Chinese (Simplified),比比鸟
0017,Chinese (Traditional),比比鳥
0018,English,Pidgeot
0018,Japanese,ピジョット (Pigeot)
0018,German,Tauboss
0018,French,Roucarnage
0018,Italian,Pidgeot
0018,Spanish,Pidgeot
0018,Korean,피죤투 (pijyontu)
0018,Chinese (Simplified),大比鸟
0018,Chinese (Traditional),大比鳥
0018,English,Pidgeot
0018,Japanese,ピジョット (Pigeot)
0018,German,Tauboss
0018,French,Roucarnage
0018,Italian,Pidgeot
0018,Spanish,Pidgeot
0018,Korean,피죤투 (pijyontu)
0018,Chinese (Simplified),大比鸟
0018,Chinese (Traditional),大比鳥
0019,English,Rattata
0019,Japanese,コラッタ (Koratta)
0019,German,Rattfratz
0019,French,Rattata
0019,Italian,Rattata
0019,Spanish,Rattata
0019,Korean,꼬렛 (kkoret)
0019,Chinese (Simplified),小拉达
0019,Chinese (Traditional),小拉達
0019,English,Rattata
0019,Japanese,コラッタ (Koratta)
0019,German,Rattfratz
0019,French,Rattata
0019,Italian,Rattata
0019,Spanish,Rattata
0019,Korean,꼬렛 (kkoret)
0019,Chinese (Simplified),小拉达
0019,Chinese (Traditional),小拉達
0020,English,Raticate
0020,Japanese,ラッタ (Ratta)
0020,German,Rattikarl
0020,French,Rattatac
0020,Italian,Raticate
0020,Spanish,Raticate
0020,Korean,레트라 (reteura)
0020,Chinese (Simplified),拉达
0020,Chinese (Traditional),拉達
0020,English,Raticate
0020,Japanese,ラッタ (Ratta)
0020,German,Rattikarl
0020,French,Rattatac
0020,Italian,Raticate
0020,Spanish,Raticate
0020,Korean,레트라 (reteura)
0020,Chinese (Simplified),拉达
0020,Chinese (Traditional),拉達
0021,English,Spearow
0021,Japanese,オニスズメ (Onisuzume)
0021,German,Habitak
0021,French,Piafabec
0021,Italian,Spearow
0021,Spanish,Spearow
0021,Korean,깨비참 (kkaebicham)
0021,Chinese (Simplified),烈雀
0021,Chinese (Traditional),烈雀
0022,English,Fearow
0022,Japanese,オニドリル (Onidrill)
0022,German,Ibitak
0022,French,Rapasdepic
0022,Italian,Fearow
0022,Spanish,Fearow
0022,Korean,깨비드릴조 (kkaebideuriljo)
0022,Chinese (Simplified),大嘴雀
0022,Chinese (Traditional),大嘴雀
0023,English,Ekans
0023,Japanese,アーボ (Arbo)
0023,German,Rettan
0023,French,Abo
0023,Italian,Ekans
0023,Spanish,Ekans
0023,Korean,아보 (abo)
0023,Chinese (Simplified),阿柏蛇
0023,Chinese (Traditional),阿柏蛇
0024,English,Arbok
0024,Japanese,アーボック (Arbok)
0024,German,Arbok
0024,French,Arbok
0024,Italian,Arbok
0024,Spanish,Arbok
0024,Korean,아보크 (abokeu)
0024,Chinese (Simplified),阿柏怪
0024,Chinese (Traditional),阿柏怪
0025,English,Pikachu
0025,Japanese,ピカチュウ (Pikachu)
0025,German,Pikachu
0025,French,Pikachu
0025,Italian,Pikachu
0025,Spanish,Pikachu
0025,Korean,피카츄 (pikachyu)
0025,Chinese (Simplified),皮卡丘
0025,Chinese (Traditional),皮卡丘
0025,English,Pikachu
0025,Japanese,ピカチュウ (Pikachu)
0025,German,Pikachu
0025,French,Pikachu
0025,Italian,Pikachu
0025,Spanish,Pikachu
0025,Korean,피카츄 (pikachyu)
0025,Chinese (Simplified),皮卡丘
0025,Chinese (Traditional),皮卡丘
0026,English,Raichu
0026,Japanese,ライチュウ (Raichu)
0026,German,Raichu
0026,French,Raichu
0026,Italian,Raichu
0026,Spanish,Raichu
0026,Korean,라이츄 (raichyu)
0026,Chinese (Simplified),雷丘
0026,Chinese (Traditional),雷丘
0026,English,Raichu
0026,Japanese,ライチュウ (Raichu)
0026,German,Raichu
0026,French,Raichu
0026,Italian,Raichu
0026,Spanish,Raichu
0026,Korean,라이츄 (raichyu)
0026,Chinese (Simplified),雷丘
0026,Chinese (Traditional),雷丘
0027,English,Sandshrew
0027,Japanese,サンド (Sand)
0027,German,Sandan
0027,French,Sabelette
0027,Italian,Sandshrew
0027,Spanish,Sandshrew
0027,Korean,모래두지 (moraeduji)
0027,Chinese (Simplified),穿山鼠
0027,Chinese (Traditional),穿山鼠
0027,English,Sandshrew
0027,Japanese,サンド (Sand)
0027,German,Sandan
0027,French,Sabelette
0027,Italian,Sandshrew
0027,Spanish,Sandshrew
0027,Korean,모래두지 (moraeduji)
0027,Chinese (Simplified),穿山鼠
0027,Chinese (Traditional),穿山鼠
0028,English,Sandslash
0028,Japanese,サンドパン (Sandpan)
0028,German,Sandamer
0028,French,Sablaireau
0028,Italian,Sandslash
0028,Spanish,Sandslash
0028,Korean,고지 (goji)
0028,Chinese (Simplified),穿山王
0028,Chinese (Traditional),穿山王
0028,English,Sandslash
0028,Japanese,サンドパン (Sandpan)
0028,German,Sandamer
0028,French,Sablaireau
0028,Italian,Sandslash
0028,Spanish,Sandslash
0028,Korean,고지 (goji)
0028,Chinese (Simplified),穿山王
0028,Chinese (Traditional),穿山王
0029,English,Nidoran♀
0029,Japanese,ニドラン♀ (Nidoran♀)
0029,German,Nidoran♀
0029,French,Nidoran♀
0029,Italian,Nidoran♀
0029,Spanish,Nidoran♀
0029,Korean,니드런♀ (nideureon♀)
0029,Chinese (Simplified),尼多兰
0029,Chinese (Traditional),尼多蘭
0030,English,Nidorina
0030,Japanese,ニドリーナ (Nidorina)
0030,German,Nidorina
0030,French,Nidorina
0030,Italian,Nidorina
0030,Spanish,Nidorina
0030,Korean,니드리나 (nideurina)
0030,Chinese (Simplified),尼多娜
0030,Chinese (Traditional),尼多娜
0031,English,Nidoqueen
0031,Japanese,ニドクイン (Nidoqueen)
0031,German,Nidoqueen
0031,French,Nidoqueen
0031,Italian,Nidoqueen
0031,Spanish,Nidoqueen
0031,Korean,니드퀸 (nideukwin)
0031,Chinese (Simplified),尼多后
0031,Chinese (Traditional),尼多后
0032,English,Nidoran♂
0032,Japanese,ニドラン♂ (Nidoran♂)
0032,German,Nidoran♂
0032,French,Nidoran♂
0032,Italian,Nidoran♂
0032,Spanish,Nidoran♂
0032,Korean,니드런♂ (nideureon♂)
0032,Chinese (Simplified),尼多朗
0032,Chinese (Traditional),尼多朗
0033,English,Nidorino
0033,Japanese,ニドリーノ (Nidorino)
0033,German,Nidorino
0033,French,Nidorino
0033,Italian,Nidorino
0033,Spanish,Nidorino
0033,Korean,니드리노 (nideurino)
0033,Chinese (Simplified),尼多力诺
0033,Chinese (Traditional),尼多力諾
0034,English,Nidoking
0034,Japanese,ニドキング (Nidoking)
0034,German,Nidoking
0034,French,Nidoking
0034,Italian,Nidoking
0034,Spanish,Nidoking
0034,Korean,니드킹 (nideuking)
0034,Chinese (Simplified),尼多王
0034,Chinese (Traditional),尼多王
0035,English,Clefairy
0035,Japanese,ピッピ (Pippi)
0035,German,Piepi
0035,French,Mélofée
0035,Italian,Clefairy
0035,Spanish,Clefairy
0035,Korean,삐삐 (ppippi)
0035,Chinese (Simplified),皮皮
0035,Chinese (Traditional),皮皮
0036,English,Clefable
0036,Japanese,ピクシー (Pixy)
0036,German,Pixi
0036,French,Mélodelfe
0036,Italian,Clefable
0036,Spanish,Clefable
0036,Korean,픽시 (piksi)
0036,Chinese (Simplified),皮可西
0036,Chinese (Traditional),皮可西
0037,English,Vulpix
0037,Japanese,ロコン (Rokon)
0037,German,Vulpix
0037,French,Goupix
0037,Italian,Vulpix
0037,Spanish,Vulpix
0037,Korean,식스테일 (sikseuteil)
0037,Chinese (Simplified),六尾
0037,Chinese (Traditional),六尾
0037,English,Vulpix
0037,Japanese,ロコン (Rokon)
0037,German,Vulpix
0037,French,Goupix
0037,Italian,Vulpix
0037,Spanish,Vulpix
0037,Korean,식스테일 (sikseuteil)
0037,Chinese (Simplified),六尾
0037,Chinese (Traditional),六尾
0038,English,Ninetales
0038,Japanese,キュウコン (Kyukon)
0038,German,Vulnona
0038,French,Feunard
0038,Italian,Ninetales
0038,Spanish,Ninetales
0038,Korean,나인테일 (nainteil)
0038,Chinese (Simplified),九尾
0038,Chinese (Traditional),九尾
0038,English,Ninetales
0038,Japanese,キュウコン (Kyukon)
0038,German,Vulnona
0038,French,Feunard
0038,Italian,Ninetales
0038,Spanish,Ninetales
0038,Korean,나인테일 (nainteil)
0038,Chinese (Simplified),九尾
0038,Chinese (Traditional),九尾
0039,English,Jigglypuff
0039,Japanese,プリン (Purin)
0039,German,Pummeluff
0039,French,Rondoudou
0039,Italian,Jigglypuff
0039,Spanish,Jigglypuff
0039,Korean,푸린 (purin)
0039,Chinese (Simplified),胖丁
0039,Chinese (Traditional),胖丁
0040,English,Wigglytuff
0040,Japanese,プクリン (Pukurin)
0040,German,Knuddeluff
0040,French,Grodoudou
0040,Italian,Wigglytuff
0040,Spanish,Wigglytuff
0040,Korean,푸크린 (pukeurin)
0040,Chinese (Simplified),胖可丁
0040,Chinese (Traditional),胖可丁
0041,English,Zubat
0041,Japanese,ズバット (Zubat)
0041,German,Zubat
0041,French,Nosferapti
0041,Italian,Zubat
0041,Spanish,Zubat
0041,Korean,주뱃 (jubaet)
0041,Chinese (Simplified),超音蝠
0041,Chinese (Traditional),超音蝠
0042,English,Golbat
0042,Japanese,ゴルバット (Golbat)
0042,German,Golbat
0042,French,Nosferalto
0042,Italian,Golbat
0042,Spanish,Golbat
0042,Korean,골뱃 (golbaet)
0042,Chinese (Simplified),大嘴蝠
0042,Chinese (Traditional),大嘴蝠
0043,English,Oddish
0043,Japanese,ナゾノクサ (Nazonokusa)
0043,German,Myrapla
0043,French,Mystherbe
0043,Italian,Oddish
0043,Spanish,Oddish
0043,Korean,뚜벅쵸 (ttubeokchyo)
0043,Chinese (Simplified),走路草
0043,Chinese (Traditional),走路草
0044,English,Gloom
0044,Japanese,クサイハナ (Kusaihana)
0044,German,Duflor
0044,French,Ortide
0044,Italian,Gloom
0044,Spanish,Gloom
0044,Korean,냄새꼬 (naemsaekko)
0044,Chinese (Simplified),臭臭花
0044,Chinese (Traditional),臭臭花
0045,English,Vileplume
0045,Japanese,ラフレシア (Ruffresia)
0045,German,Giflor
0045,French,Rafflesia
0045,Italian,Vileplume
0045,Spanish,Vileplume
0045,Korean,라플레시아 (rapeullesia)
0045,Chinese (Simplified),霸王花
0045,Chinese (Traditional),霸王花
0046,English,Paras
0046,Japanese,パラス (Paras)
0046,German,Paras
0046,French,Paras
0046,Italian,Paras
0046,Spanish,Paras
0046,Korean,파라스 (paraseu)
0046,Chinese (Simplified),派拉斯
0046,Chinese (Traditional),派拉斯
0047,English,Parasect
0047,Japanese,パラセクト (Parasect)
0047,German,Parasek
0047,French,Parasect
0047,Italian,Parasect
0047,Spanish,Parasect
0047,Korean,파라섹트 (parasekteu)
0047,Chinese (Simplified),派拉斯特
0047,Chinese (Traditional),派拉斯特
0048,English,Venonat
0048,Japanese,コンパン (Kongpang)
0048,German,Bluzuk
0048,French,Mimitoss
0048,Italian,Venonat
0048,Spanish,Venonat
0048,Korean,콘팡 (konpang)
0048,Chinese (Simplified),毛球
0048,Chinese (Traditional),毛球
0049,English,Venomoth
0049,Japanese,モルフォン (Morphon)
0049,German,Omot
0049,French,Aéromite
0049,Italian,Venomoth
0049,Spanish,Venomoth
0049,Korean,도나리 (donari)
0049,Chinese (Simplified),摩鲁蛾
0049,Chinese (Traditional),摩魯蛾
0050,English,Diglett
0050,Japanese,ディグダ (Digda)
0050,German,Digda
0050,French,Taupiqueur
0050,Italian,Diglett
0050,Spanish,Diglett
0050,Korean,디그다 (digeuda)
0050,Chinese (Simplified),地鼠
0050,Chinese (Traditional),地鼠
0050,English,Diglett
0050,Japanese,ディグダ (Digda)
0050,German,Digda
0050,French,Taupiqueur
0050,Italian,Diglett
0050,Spanish,Diglett
0050,Korean,디그다 (digeuda)
0050,Chinese (Simplified),地鼠
0050,Chinese (Traditional),地鼠
0051,English,Dugtrio
0051,Japanese,ダグトリオ (Dugtrio)
0051,German,Digdri
0051,French,Triopikeur
0051,Italian,Dugtrio
0051,Spanish,Dugtrio
0051,Korean,닥트리오 (dakteurio)
0051,Chinese (Simplified),三地鼠
0051,Chinese (Traditional),三地鼠
0051,English,Dugtrio
0051,Japanese,ダグトリオ (Dugtrio)
0051,German,Digdri
0051,French,Triopikeur
0051,Italian,Dugtrio
0051,Spanish,Dugtrio
0051,Korean,닥트리오 (dakteurio)
0051,Chinese (Simplified),三地鼠
0051,Chinese (Traditional),三地鼠
0052,English,Meowth
0052,Japanese,ニャース (Nyarth)
0052,German,Mauzi
0052,French,Miaouss
0052,Italian,Meowth
0052,Spanish,Meowth
0052,Korean,나옹 (naong)
0052,Chinese (Simplified),喵喵
0052,Chinese (Traditional),喵喵
0052,English,Meowth
0052,Japanese,ニャース (Nyarth)
0052,German,Mauzi
0052,French,Miaouss
0052,Italian,Meowth
0052,Spanish,Meowth
0052,Korean,나옹 (naong)
0052,Chinese (Simplified),喵喵
0052,Chinese (Traditional),喵喵
0052,English,Meowth
0052,Japanese,ニャース (Nyarth)
0052,German,Mauzi
0052,French,Miaouss
0052,Italian,Meowth
0052,Spanish,Meowth
0052,Korean,나옹 (naong)
0052,Chinese (Simplified),喵喵
0052,Chinese (Traditional),喵喵
0053,English,Persian
0053,Japanese,ペルシアン (Persian)
0053,German,Snobilikat
0053,French,Persian
0053,Italian,Persian
0053,Spanish,Persian
0053,Korean,페르시온 (pereusion)
0053,Chinese (Simplified),猫老大
0053,Chinese (Traditional),貓老大
0053,English,Persian
0053,Japanese,ペルシアン (Persian)
0053,German,Snobilikat
0053,French,Persian
0053,Italian,Persian
0053,Spanish,Persian
0053,Korean,페르시온 (pereusion)
0053,Chinese (Simplified),猫老大
0053,Chinese (Traditional),貓老大
0054,English,Psyduck
0054,Japanese,コダック (Koduck)
0054,German,Enton
0054,French,Psykokwak
0054,Italian,Psyduck
0054,Spanish,Psyduck
0054,Korean,고라파덕 (gorapadeok)
0054,Chinese (Simplified),可达鸭
0054,Chinese (Traditional),可達鴨
0055,English,Golduck
0055,Japanese,ゴルダック (Golduck)
0055,German,Entoron
0055,French,Akwakwak
0055,Italian,Golduck
0055,Spanish,Golduck
0055,Korean,골덕 (goldeok)
0055,Chinese (Simplified),哥达鸭
0055,Chinese (Traditional),哥達鴨
0056,English,Mankey
0056,Japanese,マンキー (Mankey)
0056,German,Menki
0056,French,Férosinge
0056,Italian,Mankey
0056,Spanish,Mankey
0056,Korean,망키 (mangki)
0056,Chinese (Simplified),猴怪
0056,Chinese (Traditional),猴怪
0057,English,Primeape
0057,Japanese,オコリザル (Okorizaru)
0057,German,Rasaff
0057,French,Colossinge
0057,Italian,Primeape
0057,Spanish,Primeape
0057,Korean,성원숭 (seongwonsung)
0057,Chinese (Simplified),火暴猴
0057,Chinese (Traditional),火爆猴
0058,English,Growlithe
0058,Japanese,ガーディ (Gardie)
0058,German,Fukano
0058,French,Caninos
0058,Italian,Growlithe
0058,Spanish,Growlithe
0058,Korean,가디 (gadi)
0058,Chinese (Simplified),卡蒂狗
0058,Chinese (Traditional),卡蒂狗
0058,English,Growlithe
0058,Japanese,ガーディ (Gardie)
0058,German,Fukano
0058,French,Caninos
0058,Italian,Growlithe
0058,Spanish,Growlithe
0058,Korean,가디 (gadi)
0058,Chinese (Simplified),卡蒂狗
0058,Chinese (Traditional),卡蒂狗
0059,English,Arcanine
0059,Japanese,ウインディ (Windie)
0059,German,Arkani
0059,French,Arcanin
0059,Italian,Arcanine
0059,Spanish,Arcanine
0059,Korean,윈디 (windi)
0059,Chinese (Simplified),风速狗
0059,Chinese (Traditional),風速狗
0059,English,Arcanine
0059,Japanese,ウインディ (Windie)
0059,German,Arkani
0059,French,Arcanin
0059,Italian,Arcanine
0059,Spanish,Arcanine
0059,Korean,윈디 (windi)
0059,Chinese (Simplified),风速狗
0059,Chinese (Traditional),風速狗
0060,English,Poliwag
0060,Japanese,ニョロモ (Nyoromo)
0060,German,Quapsel
0060,French,Ptitard
0060,Italian,Poliwag
0060,Spanish,Poliwag
0060,Korean,발챙이 (balchaengi)
0060,Chinese (Simplified),蚊香蝌蚪
0060,Chinese (Traditional),蚊香蝌蚪
0061,English,Poliwhirl
0061,Japanese,ニョロゾ (Nyorozo)
0061,German,Quaputzi
0061,French,Têtarte
0061,Italian,Poliwhirl
0061,Spanish,Poliwhirl
0061,Korean,슈륙챙이 (syuryukchaengi)
0061,Chinese (Simplified),蚊香君
0061,Chinese (Traditional),蚊香君
0062,English,Poliwrath
0062,Japanese,ニョロボン (Nyorobon)
0062,German,Quappo
0062,French,Tartard
0062,Italian,Poliwrath
0062,Spanish,Poliwrath
0062,Korean,강챙이 (gangchaengi)
0062,Chinese (Simplified),蚊香泳士
0062,Chinese (Traditional),蚊香泳士
0063,English,Abra
0063,Japanese,ケーシィ (Casey)
0063,German,Abra
0063,French,Abra
0063,Italian,Abra
0063,Spanish,Abra
0063,Korean,캐이시 (kaeisi)
0063,Chinese (Simplified),凯西
0063,Chinese (Traditional),凱西
0064,English,Kadabra
0064,Japanese,ユンゲラー (Yungerer)
0064,German,Kadabra
0064,French,Kadabra
0064,Italian,Kadabra
0064,Spanish,Kadabra
0064,Korean,윤겔라 (yungella)
0064,Chinese (Simplified),勇基拉
0064,Chinese (Traditional),勇基拉
0065,English,Alakazam
0065,Japanese,フーディン (Foodin)
0065,German,Simsala
0065,French,Alakazam
0065,Italian,Alakazam
0065,Spanish,Alakazam
0065,Korean,후딘 (hudin)
0065,Chinese (Simplified),胡地
0065,Chinese (Traditional),胡地
0065,English,Alakazam
0065,Japanese,フーディン (Foodin)
0065,German,Simsala
0065,French,Alakazam
0065,Italian,Alakazam
0065,Spanish,Alakazam
0065,Korean,후딘 (hudin)
0065,Chinese (Simplified),胡地
0065,Chinese (Traditional),胡地
0066,English,Machop
0066,Japanese,ワンリキー (Wanriky)
0066,German,Machollo
0066,French,Machoc
0066,Italian,Machop
0066,Spanish,Machop
0066,Korean,알통몬 (altongmon)
0066,Chinese (Simplified),腕力
0066,Chinese (Traditional),腕力
0067,English,Machoke
0067,Japanese,ゴーリキー (Goriky)
0067,German,Maschock
0067,French,Machopeur
0067,Italian,Machoke
0067,Spanish,Machoke
0067,Korean,근육몬 (geunyungmon)
0067,Chinese (Simplified),豪力
0067,Chinese (Traditional),豪力
0068,English,Machamp
0068,Japanese,カイリキー (Kairiky)
0068,German,Machomei
0068,French,Mackogneur
0068,Italian,Machamp
0068,Spanish,Machamp
0068,Korean,괴력몬 (goeryeongmon)
0068,Chinese (Simplified),怪力
0068,Chinese (Traditional),怪力
0069,English,Bellsprout
0069,Japanese,マダツボミ (Madatsubomi)
0069,German,Knofensa
0069,French,Chétiflor
0069,Italian,Bellsprout
0069,Spanish,Bellsprout
0069,Korean,모다피 (modapi)
0069,Chinese (Simplified),喇叭芽
0069,Chinese (Traditional),喇叭芽
0070,English,Weepinbell
0070,Japanese,ウツドン (Utsudon)
0070,German,Ultrigaria
0070,French,Boustiflor
0070,Italian,Weepinbell
0070,Spanish,Weepinbell
0070,Korean,우츠동 (ucheudong)
0070,Chinese (Simplified),口呆花
0070,Chinese (Traditional),口呆花
0071,English,Victreebel
0071,Japanese,ウツボット (Utsubot)
0071,German,Sarzenia
0071,French,Empiflor
0071,Italian,Victreebel
0071,Spanish,Victreebel
0071,Korean,우츠보트 (ucheuboteu)
0071,Chinese (Simplified),大食花
0071,Chinese (Traditional),大食花
0072,English,Tentacool
0072,Japanese,メノクラゲ (Menokurage)
0072,German,Tentacha
0072,French,Tentacool
0072,Italian,Tentacool
0072,Spanish,Tentacool
0072,Korean,왕눈해 (wangnunhae)
0072,Chinese (Simplified),玛瑙水母
0072,Chinese (Traditional),瑪瑙水母
0073,English,Tentacruel
0073,Japanese,ドククラゲ (Dokukurage)
0073,German,Tentoxa
0073,French,Tentacruel
0073,Italian,Tentacruel
0073,Spanish,Tentacruel
0073,Korean,독파리 (dokpari)
0073,Chinese (Simplified),毒刺水母
0073,Chinese (Traditional),毒刺水母
0074,English,Geodude
0074,Japanese,イシツブテ (Isitsubute)
0074,German,Kleinstein
0074,French,Racaillou
0074,Italian,Geodude
0074,Spanish,Geodude
0074,Korean,꼬마돌 (kkomadol)
0074,Chinese (Simplified),小拳石
0074,Chinese (Traditional),小拳石
0074,English,Geodude
0074,Japanese,イシツブテ (Isitsubute)
0074,German,Kleinstein
0074,French,Racaillou
0074,Italian,Geodude
0074,Spanish,Geodude
0074,Korean,꼬마돌 (kkomadol)
0074,Chinese (Simplified),小拳石
0074,Chinese (Traditional),小拳石
0075,English,Graveler
0075,Japanese,ゴローン (Golone)
0075,German,Georok
0075,French,Gravalanch
0075,Italian,Graveler
0075,Spanish,Graveler
0075,Korean,데구리 (deguri)
0075,Chinese (Simplified),隆隆石
0075,Chinese (Traditional),隆隆石
0075,English,Graveler
0075,Japanese,ゴローン (Golone)
0075,German,Georok
0075,French,Gravalanch
0075,Italian,Graveler
0075,Spanish,Graveler
0075,Korean,데구리 (deguri)
0075,Chinese (Simplified),隆隆石
0075,Chinese (Traditional),隆隆石
0076,English,Golem
0076,Japanese,ゴローニャ (Golonya)
0076,German,Geowaz
0076,French,Grolem
0076,Italian,Golem
0076,Spanish,Golem
0076,Korean,딱구리 (ttakguri)
0076,Chinese (Simplified),隆隆岩
0076,Chinese (Traditional),隆隆岩
0076,English,Golem
0076,Japanese,ゴローニャ (Golonya)
0076,German,Geowaz
0076,French,Grolem
0076,Italian,Golem
0076,Spanish,Golem
0076,Korean,딱구리 (ttakguri)
0076,Chinese (Simplified),隆隆岩
0076,Chinese (Traditional),隆隆岩
0077,English,Ponyta
0077,Japanese,ポニータ (Ponyta)
0077,German,Ponita
0077,French,Ponyta
0077,Italian,Ponyta
0077,Spanish,Ponyta
0077,Korean,포니타 (ponita)
