pokedex_id,move_name
0005,Fire Pledge
0005,Outrage
0005,Overheat
0005,Flare Blitz
0005,Tera Blast
0006,Take Down
0006,Scary Face
0006,Protect
0006,Fire Fang
0006,Acrobatics
0006,Fire Spin
0006,Facade
0006,Aerial Ace
0006,Bulldoze
0006,Swift
0006,Rock Tomb
0006,Flame Charge
0006,Air Cutter
0006,Fling
0006,Dragon Tail
0006,Endure
0006,Sunny Day
0006,Sandstorm
0006,Dig
0006,Brick Break
0006,Shadow Claw
0006,Air Slash
0006,Body Slam
0006,Fire Punch
0006,Thunder Punch
0006,Sleep Talk
0006,Dragon Claw
0006,Rest
0006,Rock Slide
0006,Swords Dance
0006,Fly
0006,Dragon Dance
0006,Substitute
0006,Will-O-Wisp
0006,Crunch
0006,Dragon Pulse
0006,Heat Wave
0006,Flamethrower
0006,Helping Hand
0006,Fire Blast
0006,Fire Pledge
0006,Earthquake
0006,Giga Impact
0006,Blast Burn
0006,Outrage
0006,Overheat
0006,Focus Blast
0006,Hurricane
0006,Hyper Beam
0006,Flare Blitz
0006,Solar Beam
0006,Tera Blast
0006,Take Down
0006,Scary Face
0006,Protect
0006,Fire Fang
0006,Acrobatics
0006,Fire Spin
0006,Facade
0006,Aerial Ace
0006,Bulldoze
0006,Swift
0006,Rock Tomb
0006,Flame Charge
0006,Air Cutter
0006,Fling
0006,Dragon Tail
0006,Endure
0006,Sunny Day
0006,Sandstorm
0006,Dig
0006,Brick Break
0006,Shadow Claw
0006,Air Slash
0006,Body Slam
0006,Fire Punch
0006,Thunder Punch
0006,Sleep Talk
0006,Dragon Claw
0006,Rest
0006,Rock Slide
0006,Swords Dance
0006,Fly
0006,Dragon Dance
0006,Substitute
0006,Will-O-Wisp
0006,Crunch
0006,Dragon Pulse
0006,Heat Wave
0006,Flamethrower
0006,Helping Hand
0006,Fire Blast
0006,Fire Pledge
0006,Earthquake
0006,Giga Impact
0006,Blast Burn
0006,Outrage
0006,Overheat
0006,Focus Blast
0006,Hurricane
0006,Hyper Beam
0006,Flare Blitz
0006,Solar Beam
0006,Tera Blast
0006,Take Down
0006,Scary Face
0006,Protect
0006,Fire Fang
0006,Acrobatics
0006,Fire Spin
0006,Facade
0006,Aerial Ace
0006,Bulldoze
0006,Swift
0006,Rock Tomb
0006,Flame Charge
0006,Air Cutter
0006,Fling
0006,Dragon Tail
0006,Endure
0006,Sunny Day
0006,Sandstorm
0006,Dig
0006,Brick Break
0006,Shadow Claw
0006,Air Slash
0006,Body Slam
0006,Fire Punch
0006,Thunder Punch
0006,Sleep Talk
0006,Dragon Claw
0006,Rest
0006,Rock Slide
0006,Swords Dance
0006,Fly
0006,Dragon Dance
0006,Substitute
0006,Will-O-Wisp
0006,Crunch
0006,Dragon Pulse
0006,Heat Wave
0006,Flamethrower
0006,Helping Hand
0006,Fire Blast
0006,Fire Pledge
0006,Earthquake
0006,Giga Impact
0006,Blast Burn
0006,Outrage
0006,Overheat
0006,Focus Blast
0006,Hurricane
0006,Hyper Beam
0006,Flare Blitz
0006,Solar Beam
0006,Tera Blast
0007,Take Down
0007,Protect
0007,Water Pulse
0007,Chilling Water
0007,Facade
0007,Icy Wind
0007,Mud Shot
0007,Fling
0007,Endure
0007,Rain Dance
0007,Dig
0007,Brick Break
0007,Zen Headbutt
0007,Body Slam
0007,Ice Punch
0007,Sleep Talk
0007,Rest
0007,Substitute
0007,Iron Defense
0007,Liquidation
0007,Surf
0007,Ice Spinner
0007,Helping Hand
0007,Ice Beam
0007,Hydro Pump
0007,Blizzard
0007,Water Pledge
0007,Tera Blast
0007,Haze
0007,Gyro Ball
0007,Focus Punch
0007,Weather Ball
0007,Flip Turn
0007,Double-Edge
0007,Whirlpool
0007,Muddy Water
0008,Take Down
0008,Protect
0008,Water Pulse
0008,Chilling Water
0008,Facade
0008,Icy Wind
0008,Mud Shot
0008,Fling
0008,Endure
0008,Rain Dance
0008,Dig
0008,Brick Break
0008,Zen Headbutt
0008,Body Slam
0008,Ice Punch
0008,Sleep Talk
0008,Rest
0008,Substitute
0008,Iron Defense
0008,Liquidation
0008,Surf
0008,Ice Spinner
0008,Helping Hand
0008,Ice Beam
0008,Hydro Pump
0008,Blizzard
0008,Water Pledge
0008,Tera Blast
0008,Haze
0008,Gyro Ball
0008,Focus Punch
0008,Weather Ball
0008,Flip Turn
0008,Double-Edge
0008,Whirlpool
0008,Muddy Water
0009,Take Down
0009,Scary Face
0009,Protect
0009,Water Pulse
0009,Chilling Water
0009,Facade
0009,Icy Wind
0009,Mud Shot
0009,Rock Tomb
0009,Fling
0009,Avalanche
0009,Endure
0009,Rain Dance
0009,Dig
0009,Brick Break
0009,Zen Headbutt
0009,Body Slam
0009,Ice Punch
0009,Sleep Talk
0009,Rest
0009,Rock Slide
0009,Body Press
0009,Flash Cannon
0009,Dark Pulse
0009,Substitute
0009,Iron Defense
0009,Crunch
0009,Liquidation
0009,Aura Sphere
0009,Dragon Pulse
0009,Surf
0009,Ice Spinner
0009,Helping Hand
0009,Ice Beam
0009,Hydro Pump
0009,Blizzard
0009,Water Pledge
0009,Earthquake
0009,Giga Impact
0009,Hydro Cannon
0009,Focus Blast
0009,Hyper Beam
0009,Tera Blast
0009,Roar
0009,Haze
0009,Smack Down
0009,Gyro Ball
0009,Focus Punch
0009,Weather Ball
0009,Flip Turn
0009,Double-Edge
0009,Whirlpool
0009,Muddy Water
0009,Take Down
0009,Scary Face
0009,Protect
0009,Water Pulse
0009,Chilling Water
0009,Facade
0009,Icy Wind
0009,Mud Shot
0009,Rock Tomb
0009,Fling
0009,Avalanche
0009,Endure
0009,Rain Dance
0009,Dig
0009,Brick Break
0009,Zen Headbutt
0009,Body Slam
0009,Ice Punch
0009,Sleep Talk
0009,Rest
0009,Rock Slide
0009,Body Press
0009,Flash Cannon
0009,Dark Pulse
0009,Substitute
0009,Iron Defense
0009,Crunch
0009,Liquidation
0009,Aura Sphere
0009,Dragon Pulse
0009,Surf
0009,Ice Spinner
0009,Helping Hand
0009,Ice Beam
0009,Hydro Pump
0009,Blizzard
0009,Water Pledge
0009,Earthquake
0009,Giga Impact
0009,Hydro Cannon
0009,Focus Blast
0009,Hyper Beam
0009,Tera Blast
0009,Roar
0009,Haze
0009,Smack Down
0009,Gyro Ball
0009,Focus Punch
0009,Weather Ball
0009,Flip Turn
0009,Double-Edge
0009,Whirlpool
0009,Muddy Water
0010,Electroweb
0011,Electroweb
0012,Sunny Day
0012,Hyper Beam
0012,Protect
0012,Rain Dance
0012,Giga Drain
0012,Safeguard
0012,Solar Beam
0012,Psychic
0012,Shadow Ball
0012,Double Team
0012,Aerial Ace
0012,Facade
0012,Rest
0012,Attract
0012,Thief
0012,Skill Swap
0012,Roost
0012,Energy Ball
0012,Endure
0012,Bug Buzz
0012,Giga Impact
0012,Flash
0012,Psych Up
0012,Sleep Talk
0012,Dream Eater
0012,Swagger
0012,U-turn
0012,Substitute
0012,Defog
0015,Sunny Day
0015,Hyper Beam
0015,Protect
0015,Giga Drain
0015,Solar Beam
0015,Brick Break
0015,Double Team
0015,Sludge Bomb
0015,Aerial Ace
0015,Facade
0015,Rest
0015,Attract
0015,Thief
0015,Roost
0015,False Swipe
0015,Endure
0015,Payback
0015,Giga Impact
0015,Flash
0015,Swords Dance
0015,X-Scissor
0015,Sleep Talk
0015,Poison Jab
0015,Swagger
0015,U-turn
0015,Substitute
0015,Cut
0015,Defog
0015,Rock Smash
0015,Sunny Day
0015,Hyper Beam
0015,Protect
0015,Giga Drain
0015,Solar Beam
0015,Brick Break
0015,Double Team
0015,Sludge Bomb
0015,Aerial Ace
0015,Facade
0015,Rest
0015,Attract
0015,Thief
0015,Roost
0015,False Swipe
0015,Endure
0015,Payback
0015,Giga Impact
0015,Flash
0015,Swords Dance
0015,X-Scissor
0015,Sleep Talk
0015,Poison Jab
0015,Swagger
0015,U-turn
0015,Substitute
0015,Cut
0015,Defog
0015,Rock Smash
0016,Work Up
0016,Sunny Day
0016,Protect
0016,Rain Dance
0016,Double Team
0016,Aerial Ace
0016,Facade
0016,Rest
0016,Attract
0016,Thief
0016,Steel Wing
0016,Roost
0016,Endure
0016,Sleep Talk
0016,Swagger
0016,Pluck
0016,U-turn
0016,Substitute
0016,Fly
0016,Defog
0017,Work Up
0017,Sunny Day
0017,Protect
0017,Rain Dance
0017,Double Team
0017,Aerial Ace
0017,Facade
0017,Rest
0017,Attract
0017,Thief
0017,Steel Wing
0017,Roost
0017,Endure
0017,Sleep Talk
0017,Swagger
0017,Pluck
0017,U-turn
0017,Substitute
0017,Fly
0017,Defog
0018,Work Up
0018,Sunny Day
0018,Hyper Beam
0018,Protect
0018,Rain Dance
0018,Double Team
0018,Aerial Ace
0018,Facade
0018,Rest
0018,Attract
0018,Thief
0018,Steel Wing
0018,Roost
0018,Endure
0018,Giga Impact
0018,Sleep Talk
0018,Swagger
0018,Pluck
0018,U-turn
0018,Substitute
0018,Fly
0018,Defog
0018,Work Up
0018,Sunny Day
0018,Hyper Beam
0018,Protect
0018,Rain Dance
0018,Double Team
0018,Aerial Ace
0018,Facade
0018,Rest
0018,Attract
0018,Thief
0018,Steel Wing
0018,Roost
0018,Endure
0018,Giga Impact
0018,Sleep Talk
0018,Swagger
0018,Pluck
0018,U-turn
0018,Substitute
0018,Fly
0018,Defog
0019,Work Up
0019,Sunny Day
0019,Taunt
0019,Ice Beam
0019,Blizzard
0019,Protect
0019,Rain Dance
0019,Iron Tail
0019,Thunderbolt
0019,Thunder
0019,Dig
0019,Shadow Ball
0019,Double Team
0019,Shock Wave
0019,Sludge Bomb
0019,Facade
0019,Rest
0019,Attract
0019,Thief
0019,Charge Beam
0019,Endure
0019,Thunder Wave
0019,Sleep Talk
0019,Grass Knot
0019,Swagger
0019,Pluck
0019,Substitute
0019,Cut
0019,Rock Smash
0019,Work Up
0019,Sunny Day
0019,Taunt
0019,Ice Beam
0019,Blizzard
0019,Protect
0019,Rain Dance
0019,Iron Tail
0019,Thunderbolt
0019,Thunder
0019,Dig
0019,Shadow Ball
0019,Double Team
0019,Shock Wave
0019,Sludge Bomb
0019,Facade
0019,Rest
0019,Attract
0019,Thief
0019,Charge Beam
0019,Endure
0019,Thunder Wave
0019,Sleep Talk
0019,Grass Knot
0019,Swagger
0019,Pluck
0019,Substitute
0019,Cut
0019,Rock Smash
0020,Roar
0020,Work Up
0020,Sunny Day
0020,Taunt
0020,Ice Beam
0020,Blizzard
0020,Hyper Beam
0020,Protect
0020,Rain Dance
0020,Iron Tail
0020,Thunderbolt
0020,Thunder
0020,Dig
0020,Shadow Ball
0020,Double Team
0020,Shock Wave
0020,Sludge Bomb
0020,Facade
0020,Rest
0020,Attract
0020,Thief
0020,Charge Beam
0020,Endure
0020,Giga Impact
0020,Thunder Wave
0020,Swords Dance
0020,Sleep Talk
0020,Grass Knot
0020,Swagger
0020,Pluck
0020,Substitute
0020,Cut
0020,Strength
0020,Rock Smash
0020,Roar
0020,Work Up
0020,Sunny Day
0020,Taunt
0020,Ice Beam
0020,Blizzard
0020,Hyper Beam
0020,Protect
0020,Rain Dance
0020,Iron Tail
0020,Thunderbolt
0020,Thunder
0020,Dig
0020,Shadow Ball
0020,Double Team
0020,Shock Wave
0020,Sludge Bomb
0020,Facade
0020,Rest
0020,Attract
0020,Thief
0020,Charge Beam
0020,Endure
0020,Giga Impact
0020,Thunder Wave
0020,Swords Dance
0020,Sleep Talk
0020,Grass Knot
0020,Swagger
0020,Pluck
0020,Substitute
0020,Cut
0020,Strength
0020,Rock Smash
0021,Work Up
0021,Sunny Day
0021,Protect
0021,Rain Dance
0021,Double Team
0021,Aerial Ace
0021,Facade
0021,Rest
0021,Attract
0021,Thief
0021,Steel Wing
0021,Roost
0021,False Swipe
0021,Endure
0021,Sleep Talk
0021,Swagger
0021,Pluck
0021,U-turn
0021,Substitute
0021,Fly
0021,Defog
0022,Work Up
0022,Sunny Day
0022,Hyper Beam
0022,Protect
0022,Rain Dance
0022,Double Team
0022,Aerial Ace
0022,Facade
0022,Rest
0022,Attract
0022,Thief
0022,Steel Wing
0022,Roost
0022,False Swipe
0022,Endure
0022,Giga Impact
0022,Sleep Talk
0022,Swagger
0022,Pluck
0022,U-turn
0022,Substitute
0022,Fly
0022,Defog
0023,Take Down
0023,Mud-Slap
0023,Scary Face
0023,Protect
0023,Fire Fang
0023,Acid Spray
0023,Thief
0023,Trailblaze
0023,Facade
0023,Poison Tail
0023,Snarl
0023,Mud Shot
0023,Rock Tomb
0023,Venoshock
0023,Endure
0023,Sunny Day
0023,Rain Dance
0023,Dig
0023,Psychic Fangs
0023,Sleep Talk
0023,Seed Bomb
0023,Poison Jab
0023,Rest
0023,Rock Slide
0023,Toxic Spikes
0023,Dark Pulse
0023,Leech Life
0023,Gunk Shot
0023,Substitute
0023,Crunch
0023,Giga Drain
0023,Sludge Bomb
0023,Earthquake
0023,Tera Blast
0023,Haze
0023,Toxic
0023,Spite
0023,Knock Off
0023,Lash Out
0023,Scale Shot
0024,Take Down
0024,Mud-Slap
0024,Scary Face
0024,Protect
0024,Fire Fang
0024,Thunder Fang
0024,Ice Fang
0024,Acid Spray
0024,Thief
0024,Trailblaze
0024,Facade
0024,Poison Tail
0024,Bulldoze
0024,Snarl
0024,Mud Shot
0024,Rock Tomb
0024,Dragon Tail
0024,Venoshock
0024,Endure
0024,Sunny Day
0024,Rain Dance
0024,Dig
0024,Psychic Fangs
0024,Body Slam
0024,Sleep Talk
0024,Seed Bomb
0024,Poison Jab
0024,Stomping Tantrum
0024,Rest
0024,Rock Slide
0024,Toxic Spikes
0024,Dark Pulse
0024,Leech Life
0024,Gunk Shot
0024,Substitute
0024,Crunch
0024,Giga Drain
0024,Sludge Bomb
0024,Earthquake
0024,Giga Impact
0024,Hyper Beam
0024,Tera Blast
0024,Haze
0024,Toxic
0024,Spite
0024,Knock Off
0024,Lash Out
0024,Scale Shot
0025,Take Down
0025,Charm
0025,Fake Tears
0025,Agility
0025,Protect
0025,Thief
0025,Disarming Voice
0025,Trailblaze
0025,Charge Beam
0025,Facade
0025,Swift
0025,Draining Kiss
0025,Fling
0025,Endure
0025,Volt Switch
0025,Rain Dance
0025,Dig
0025,Brick Break
0025,Body Slam
0025,Thunder Punch
0025,Sleep Talk
0025,Electro Ball
0025,Reflect
0025,Light Screen
0025,Grass Knot
0025,Thunder Wave
0025,Rest
0025,Eerie Impulse
0025,Substitute
0025,Encore
0025,Surf
0025,Thunderbolt
0025,Play Rough
0025,Helping Hand
0025,Reversal
0025,Electric Terrain
0025,Nasty Plot
0025,Wild Charge
0025,Thunder
0025,Tera Blast
0025,Take Down
0025,Charm
0025,Fake Tears
0025,Agility
0025,Protect
0025,Thief
0025,Disarming Voice
0025,Trailblaze
0025,Charge Beam
0025,Facade
0025,Swift
0025,Draining Kiss
0025,Fling
0025,Endure
0025,Volt Switch
0025,Rain Dance
0025,Dig
0025,Brick Break
0025,Body Slam
0025,Thunder Punch
0025,Sleep Talk
0025,Electro Ball
0025,Reflect
0025,Light Screen
0025,Grass Knot
0025,Thunder Wave
0025,Rest
0025,Eerie Impulse
0025,Substitute
0025,Encore
0025,Surf
0025,Thunderbolt
0025,Play Rough
0025,Helping Hand
0025,Reversal
0025,Electric Terrain
0025,Nasty Plot
0025,Wild Charge
0025,Thunder
0025,Tera Blast
0026,Take Down
0026,Charm
0026,Agility
0026,Protect
0026,Thief
0026,Disarming Voice
0026,Trailblaze
0026,Charge Beam
0026,Facade
0026,Swift
0026,Draining Kiss
0026,Fling
0026,Endure
0026,Volt Switch
0026,Rain Dance
0026,Dig
0026,Brick Break
0026,Body Slam
0026,Thunder Punch
0026,Sleep Talk
0026,Electro Ball
0026,Reflect
0026,Light Screen
0026,Grass Knot
0026,Thunder Wave
0026,Rest
0026,Eerie Impulse
0026,Substitute
0026,Encore
0026,Surf
0026,Thunderbolt
0026,Play Rough
0026,Helping Hand
0026,Reversal
0026,Electric Terrain
0026,Nasty Plot
0026,Wild Charge
0026,Giga Impact
0026,Focus Blast
0026,Hyper Beam
0026,Thunder
0026,Tera Blast
0026,Take Down
0026,Charm
0026,Agility
0026,Protect
0026,Thief
0026,Disarming Voice
0026,Trailblaze
0026,Charge Beam
0026,Facade
0026,Swift
0026,Draining Kiss
0026,Fling
0026,Endure
0026,Volt Switch
0026,Rain Dance
0026,Dig
0026,Brick Break
0026,Body Slam
0026,Thunder Punch
0026,Sleep Talk
0026,Electro Ball
0026,Reflect
0026,Light Screen
0026,Grass Knot
0026,Thunder Wave
0026,Rest
0026,Eerie Impulse
0026,Substitute
0026,Encore
0026,Surf
0026,Thunderbolt
0026,Play Rough
0026,Helping Hand
0026,Reversal
0026,Electric Terrain
0026,Nasty Plot
0026,Wild Charge
0026,Giga Impact
0026,Focus Blast
0026,Hyper Beam
0026,Thunder
0026,Tera Blast
0027,Take Down
0027,Agility
0027,Mud-Slap
0027,Protect
0027,Low Kick
0027,Thief
0027,Facade
0027,Aerial Ace
0027,Bulldoze
0027,Metal Claw
0027,Swift
0027,Mud Shot
0027,Rock Tomb
0027,Fling
0027,Endure
0027,Sunny Day
0027,Sandstorm
0027,Dig
0027,False Swipe
0027,Brick Break
0027,Shadow Claw
0027,Body Slam
0027,Sleep Talk
0027,Poison Jab
0027,Stomping Tantrum
0027,Rest
0027,Rock Slide
0027,Swords Dance
0027,Spikes
0027,Leech Life
0027,Substitute
0027,X-Scissor
0027,Stealth Rock
0027,Amnesia
0027,Earth Power
0027,Earthquake
0027,Stone Edge
0027,Tera Blast
0027,Sand Tomb
0027,Smack Down
0027,Gyro Ball
0027,Knock Off
0027,Super Fang
0027,High Horsepower
0027,Focus Punch
0027,Take Down
0027,Agility
0027,Mud-Slap
0027,Protect
0027,Low Kick
0027,Thief
0027,Facade
0027,Aerial Ace
0027,Bulldoze
0027,Metal Claw
0027,Swift
0027,Mud Shot
0027,Rock Tomb
0027,Fling
0027,Endure
0027,Sunny Day
0027,Sandstorm
0027,Dig
0027,False Swipe
0027,Brick Break
0027,Shadow Claw
0027,Body Slam
0027,Sleep Talk
0027,Poison Jab
0027,Stomping Tantrum
0027,Rest
0027,Rock Slide
0027,Swords Dance
0027,Spikes
0027,Leech Life
0027,Substitute
0027,X-Scissor
0027,Stealth Rock
0027,Amnesia
0027,Earth Power
0027,Earthquake
0027,Stone Edge
0027,Tera Blast
0027,Sand Tomb
0027,Smack Down
0027,Gyro Ball
0027,Knock Off
0027,Super Fang
0027,High Horsepower
0027,Focus Punch
0028,Take Down
0028,Agility
0028,Mud-Slap
0028,Protect
0028,Low Kick
0028,Thief
0028,Facade
0028,Aerial Ace
0028,Bulldoze
0028,Metal Claw
0028,Swift
0028,Mud Shot
0028,Rock Tomb
0028,Fling
0028,Endure
0028,Sunny Day
0028,Sandstorm
0028,Dig
0028,False Swipe
0028,Brick Break
0028,Shadow Claw
0028,Body Slam
0028,Sleep Talk
0028,Poison Jab
0028,Stomping Tantrum
0028,Rest
0028,Rock Slide
0028,Swords Dance
0028,Spikes
0028,Leech Life
0028,Gunk Shot
0028,Substitute
0028,X-Scissor
0028,Drill Run
0028,Stealth Rock
0028,Amnesia
0028,Earth Power
0028,Earthquake
0028,Stone Edge
0028,Giga Impact
0028,Focus Blast
0028,Hyper Beam
0028,Tera Blast
0028,Sand Tomb
0028,Smack Down
0028,Gyro Ball
0028,Knock Off
0028,Super Fang
0028,High Horsepower
0028,Focus Punch
0028,Take Down
0028,Agility
0028,Mud-Slap
0028,Protect
0028,Low Kick
0028,Thief
0028,Facade
0028,Aerial Ace
0028,Bulldoze
0028,Metal Claw
0028,Swift
0028,Mud Shot
0028,Rock Tomb
0028,Fling
0028,Endure
0028,Sunny Day
0028,Sandstorm
0028,Dig
0028,False Swipe
0028,Brick Break
0028,Shadow Claw
0028,Body Slam
0028,Sleep Talk
0028,Poison Jab
0028,Stomping Tantrum
0028,Rest
0028,Rock Slide
0028,Swords Dance
0028,Spikes
0028,Leech Life
0028,Gunk Shot
0028,Substitute
0028,X-Scissor
0028,Drill Run
0028,Stealth Rock
0028,Amnesia
0028,Earth Power
0028,Earthquake
0028,Stone Edge
0028,Giga Impact
0028,Focus Blast
0028,Hyper Beam
0028,Tera Blast
0028,Sand Tomb
0028,Smack Down
0028,Gyro Ball
0028,Knock Off
0028,Super Fang
0028,High Horsepower
0028,Focus Punch
0029,Water Pulse
0029,Toxic
0029,Sunny Day
0029,Ice Beam
0029,Blizzard
0029,Protect
0029,Rain Dance
0029,Iron Tail
0029,Thunderbolt
0029,Thunder
0029,Dig
0029,Double Team
0029,Shock Wave
0029,Sludge Bomb
0029,Aerial Ace
0029,Facade
0029,Rest
0029,Attract
0029,Thief
0029,Endure
0029,Shadow Claw
0029,Sleep Talk
0029,Poison Jab
0029,Swagger
0029,Substitute
0029,Cut
0029,Strength
0029,Rock Smash
0030,Water Pulse
0030,Toxic
0030,Sunny Day
0030,Ice Beam
0030,Blizzard
0030,Protect
0030,Rain Dance
0030,Iron Tail
0030,Thunderbolt
0030,Thunder
0030,Dig
0030,Double Team
0030,Shock Wave
0030,Sludge Bomb
0030,Aerial Ace
0030,Facade
0030,Rest
0030,Attract
0030,Thief
0030,Endure
0030,Shadow Claw
0030,Sleep Talk
0030,Poison Jab
0030,Swagger
0030,Substitute
0030,Cut
0030,Strength
0030,Rock Smash
0031,Focus Punch
0031,Water Pulse
0031,Roar
0031,Toxic
0031,Sunny Day
0031,Taunt
0031,Ice Beam
0031,Blizzard
0031,Hyper Beam
0031,Protect
0031,Rain Dance
0031,Iron Tail
0031,Thunderbolt
0031,Thunder
0031,Earthquake
0031,Dig
0031,Shadow Ball
0031,Brick Break
0031,Double Team
0031,Shock Wave
0031,Flamethrower
0031,Sludge Bomb
0031,Sandstorm
0031,Fire Blast
0031,Rock Tomb
0031,Aerial Ace
0031,Torment
0031,Facade
0031,Rest
0031,Attract
0031,Thief
0031,Focus Blast
0031,Fling
0031,Endure
0031,Dragon Pulse
0031,Shadow Claw
0031,Giga Impact
0031,Stone Edge
0031,Avalanche
0031,Stealth Rock
0031,Rock Slide
0031,Sleep Talk
0031,Bulldoze
0031,Poison Jab
0031,Swagger
0031,Substitute
0031,Cut
0031,Surf
0031,Strength
0031,Rock Smash
0031,Rock Climb
0032,Water Pulse
0032,Toxic
0032,Sunny Day
0032,Ice Beam
0032,Blizzard
0032,Protect
0032,Rain Dance
0032,Iron Tail
0032,Thunderbolt
0032,Thunder
0032,Dig
0032,Double Team
0032,Shock Wave
0032,Sludge Bomb
0032,Facade
0032,Rest
0032,Attract
0032,Thief
0032,Endure
0032,Shadow Claw
0032,Sleep Talk
0032,Poison Jab
0032,Swagger
0032,Substitute
0032,Cut
0032,Strength
0032,Rock Smash
0033,Water Pulse
0033,Toxic
0033,Sunny Day
0033,Ice Beam
0033,Blizzard
0033,Protect
0033,Rain Dance
0033,Iron Tail
0033,Thunderbolt
0033,Thunder
0033,Dig
0033,Double Team
0033,Shock Wave
0033,Sludge Bomb
0033,Facade
0033,Rest
0033,Attract
0033,Thief
0033,Endure
0033,Shadow Claw
0033,Sleep Talk
0033,Poison Jab
0033,Swagger
0033,Substitute
0033,Cut
0033,Strength
0033,Rock Smash
0034,Focus Punch
0034,Water Pulse
0034,Roar
0034,Toxic
0034,Sunny Day
