pokedex_id,game,description 
0004,"['Omega Ruby', 'Alpha Sapphire']","The flame that burns at the tip of its tail is an indication of its emotions. The flame wavers when Charmander is enjoying itself. If the Pokémon becomes enraged, the flame burns fiercely."
0004,"[""Let's Go Pikachu"", ""Let's Go Eevee""]",The flame at the tip of its tail makes a sound as it burns. You can only hear it in quiet places.
0004,['Sword'],"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail."
0004,['Shield'],"From the time it is born, a flame burns at the tip of its tail. Its life would end if the flame were to go out."
0004,"['Brilliant Diamond', 'Shining Pearl']","The fire on the tip of its tail is a measure of its life. If the Pokémon is healthy, its tail burns intensely."
0005,"['Red', 'Blue']","When it swings its burning tail, it elevates the temperature to unbearably high levels."
0005,['Yellow'],"Tough fights could excite this POKéMON. When excited, it may blow out bluish-white flames."
0005,['Gold'],"It is very hotheaded by nature, so it constantly seeks opponents. It calms down only when it wins."
0005,['Silver'],"It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws."
0005,['Crystal'],"If it becomes agitated during battle, it spouts intense flames, incinerating its surroundings."
0005,"['Ruby', 'Sapphire']","CHARMELEON mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color."
0005,['FireRed'],It lashes about with its tail to knock down its foe. It then tears up the fallen opponent with sharp claws.
0005,['LeafGreen'],"When it swings its burning tail, it elevates the air temperature to unbearably high levels."
0005,['Emerald'],"Without pity, its sharp claws destroy foes. If it encounters a strong enemy, it becomes agitated, and the flame on its tail flares with a bluish white color."
0005,"['Diamond', 'Pearl', 'Platinum']","In the rocky mountains where CHARMELEON live, their fiery tails shine at night like stars."
0005,['HeartGold'],"It is very hotheaded by nature, so it constantly seeks opponents. It calms down only when it wins."
0005,['SoulSilver'],"It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws."
0005,"['Black', 'White', 'Black 2', 'White 2']","In the rocky mountains where Charmeleon live, their fiery tails shine at night like stars."
0005,['X'],It lashes about with its tail to knock down its foe. It then tears up the fallen opponent with sharp claws.
0005,['Y'],"When it swings its burning tail, it elevates the air temperature to unbearably high levels."
0005,"['Omega Ruby', 'Alpha Sapphire']","Charmeleon mercilessly destroys its foes using its sharp claws. If it encounters a strong foe, it turns aggressive. In this excited state, the flame at the tip of its tail flares with a bluish white color."
0005,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","Tough fights could excite this Pokémon. When excited, it may breathe out bluish-white flames."
0005,['Sword'],"It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws."
0005,['Shield'],"If it becomes agitated during battle, it spouts intense flames, incinerating its surroundings."
0005,"['Brilliant Diamond', 'Shining Pearl']","In the rocky mountains where Charmeleon live, their fiery tails shine at night like stars."
0006,"['Red', 'Blue']",Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.
0006,['Yellow'],"When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely."
0006,['Gold'],"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a whitish-blue color."
0006,['Silver'],"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies."
0006,['Crystal'],It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle.
0006,"['Ruby', 'Sapphire']","CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself."
0006,['FireRed'],"Its wings can carry this POKéMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,['LeafGreen'],It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
0006,['Emerald'],"A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe."
0006,"['Diamond', 'Pearl', 'Platinum']",It is said that CHARIZARD’s fire burns hotter if it has experienced harsh battles.
0006,['HeartGold'],"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade."
0006,['SoulSilver'],"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies."
0006,"['Black', 'White', 'Black 2', 'White 2']",It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
0006,['X'],"When expelling a blast of superhot fire, the red flame at the tip of its tail burns more intensely."
0006,['Y'],"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,"['Omega Ruby', 'Alpha Sapphire']","Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself."
0006,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","When this Pokémon expels a blast of superhot fire, the red flame at the tip of its tails burns more intensely."
0006,['Sword'],It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
0006,['Shield'],"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,"['Brilliant Diamond', 'Shining Pearl']",It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
0006,"['Red', 'Blue']",Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.
0006,['Yellow'],"When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely."
0006,['Gold'],"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a whitish-blue color."
0006,['Silver'],"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies."
0006,['Crystal'],It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle.
0006,"['Ruby', 'Sapphire']","CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself."
0006,['FireRed'],"Its wings can carry this POKéMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,['LeafGreen'],It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
0006,['Emerald'],"A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe."
0006,"['Diamond', 'Pearl', 'Platinum']",It is said that CHARIZARD’s fire burns hotter if it has experienced harsh battles.
0006,['HeartGold'],"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade."
0006,['SoulSilver'],"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies."
0006,"['Black', 'White', 'Black 2', 'White 2']",It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
0006,['X'],"When expelling a blast of superhot fire, the red flame at the tip of its tail burns more intensely."
0006,['Y'],"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,"['Omega Ruby', 'Alpha Sapphire']","Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself."
0006,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","When this Pokémon expels a blast of superhot fire, the red flame at the tip of its tails burns more intensely."
0006,['Sword'],It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
0006,['Shield'],"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,"['Brilliant Diamond', 'Shining Pearl']",It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
0006,"['Red', 'Blue']",Spits fire that is hot enough to melt boulders. Known to cause forest fires unintentionally.
0006,['Yellow'],"When expelling a blast of super hot fire, the red flame at the tip of its tail burns more intensely."
0006,['Gold'],"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a whitish-blue color."
0006,['Silver'],"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies."
0006,['Crystal'],It uses its wings to fly high. The temperature of its fire increases as it gains experience in battle.
0006,"['Ruby', 'Sapphire']","CHARIZARD flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself."
0006,['FireRed'],"Its wings can carry this POKéMON close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,['LeafGreen'],It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
0006,['Emerald'],"A CHARIZARD flies about in search of strong opponents. It breathes intense flames that can melt any material. However, it will never torch a weaker foe."
0006,"['Diamond', 'Pearl', 'Platinum']",It is said that CHARIZARD’s fire burns hotter if it has experienced harsh battles.
0006,['HeartGold'],"If CHARIZARD becomes furious, the flame at the tip of its tail flares up in a light blue shade."
0006,['SoulSilver'],"Breathing intense, hot flames, it can melt almost anything. Its breath inflicts terrible pain on enemies."
0006,"['Black', 'White', 'Black 2', 'White 2']",It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
0006,['X'],"When expelling a blast of superhot fire, the red flame at the tip of its tail burns more intensely."
0006,['Y'],"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,"['Omega Ruby', 'Alpha Sapphire']","Charizard flies around the sky in search of powerful opponents. It breathes fire of such great heat that it melts anything. However, it never turns its fiery breath on any opponent weaker than itself."
0006,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","When this Pokémon expels a blast of superhot fire, the red flame at the tip of its tails burns more intensely."
0006,['Sword'],It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.
0006,['Shield'],"Its wings can carry this Pokémon close to an altitude of 4,600 feet. It blows out fire at very high temperatures."
0006,"['Brilliant Diamond', 'Shining Pearl']",It is said that Charizard’s fire burns hotter if it has experienced harsh battles.
0007,"['Red', 'Blue']","After birth, its back swells and hardens into a shell. Powerfully sprays foam from its mouth."
0007,['Yellow'],Shoots water at prey while in the water. Withdraws into its shell when in danger.
0007,['Gold'],"The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it."
0007,['Silver'],"The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out."
0007,['Crystal'],"When it feels threatened, it draws its legs inside its shell and sprays water from its mouth."
0007,"['Ruby', 'Sapphire']","SQUIRTLE’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this POKéMON to swim at high speeds."
0007,['FireRed'],"When it retracts its long neck into its shell, it squirts out water with vigorous force."
0007,['LeafGreen'],"After birth, its back swells and hardens into a shell. It powerfully sprays foam from its mouth."
0007,['Emerald'],"Its shell is not just for protection. Its rounded shape and the grooves on its surface minimize resistance in water, enabling SQUIRTLE to swim at high speeds."
0007,"['Diamond', 'Pearl', 'Platinum']","It shelters itself in its shell, then strikes back with spouts of water at every opportunity."
0007,['HeartGold'],"The shell is soft when it is born. It soon becomes so resilient, prodding fingers will bounce off it."
0007,['SoulSilver'],"The shell, which hardens soon after it is born, is resilient. If you poke it, it will bounce back out."
0007,"['Black', 'White']","It shelters itself in its shell, then strikes back with spouts of water at every opportunity."
0007,"['Black 2', 'White 2']",It shelters itself in its shell then strikes back with spouts of water at every opportunity.
0007,['X'],"It shelters itself in its shell, then strikes back with spouts of water at every opportunity."
0007,['Y'],Shoots water at prey while in the water. Withdraws into its shell when in danger.
0007,"['Omega Ruby', 'Alpha Sapphire']","Squirtle’s shell is not merely used for protection. The shell’s rounded shape and the grooves on its surface help minimize resistance in water, enabling this Pokémon to swim at high speeds."
0007,"[""Let's Go Pikachu"", ""Let's Go Eevee""]",Shoots water at prey while in the water. Withdraws into its shell when in danger.
0007,['Sword'],"When it retracts its long neck into its shell, it squirts out water with vigorous force."
0007,['Shield'],"When it feels threatened, it draws its limbs inside its shell and sprays water from its mouth."
0007,"['Brilliant Diamond', 'Shining Pearl']","It hides in its shell to protect itself, then strikes back with spouts of water at every opportunity."
0008,"['Red', 'Blue']","Often hides in water to stalk unwary prey. For swimming fast, it moves its ears to maintain balance."
0008,['Yellow'],"When tapped, this POKéMON will pull in its head, but its tail will still stick out a little bit."
0008,['Gold'],"It is recognized as a symbol of longevity. If its shell has algae on it, that WARTORTLE is very old."
0008,['Silver'],It cleverly controls its furry ears and tail to maintain its balance while swimming.
0008,['Crystal'],"Its long, furry tail is a symbol of longevity, making it quite popular among older people."
0008,"['Ruby', 'Sapphire']","Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as WARTORTLE ages. The scratches on its shell are evidence of this POKéMON’s toughness as a battler."
0008,['FireRed'],This POKéMON is very popular as a pet. Its fur-covered tail is a symbol of its longevity.
0008,['LeafGreen'],"It often hides in water to stalk unwary prey. For fast swimming, it moves its ears to maintain balance."
0008,['Emerald'],"Its large tail is covered with rich, thick fur that deepens in color with age. The scratches on its shell are evidence of this POKéMON’s toughness in battle."
0008,"['Diamond', 'Pearl', 'Platinum']","It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity."
0008,['HeartGold'],"It is a well-established symbol of longevity. If its shell has algae on it, that WARTORTLE is very old."
0008,['SoulSilver'],It cleverly controls its furry ears and tail to maintain its balance while swimming.
0008,"['Black', 'White', 'Black 2', 'White 2']","It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity."
0008,['X'],"When tapped, this Pokémon will pull in its head, but its tail will still stick out a little bit."
0008,['Y'],"It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity."
0008,"['Omega Ruby', 'Alpha Sapphire']","Its tail is large and covered with a rich, thick fur. The tail becomes increasingly deeper in color as Wartortle ages. The scratches on its shell are evidence of this Pokémon’s toughness as a battler."
0008,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","When tapped on its head, this Pokémon will pull it in, but its tail will stick out a little bit."
0008,['Sword'],"It is recognized as a symbol of longevity. If its shell has algae on it, that Wartortle is very old."
0008,['Shield'],It cleverly controls its furry ears and tail to maintain its balance while swimming.
0008,"['Brilliant Diamond', 'Shining Pearl']","It is said to live 10,000 years. Its furry tail is popular as a symbol of longevity."
0009,"['Red', 'Blue']",A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.
0009,['Yellow'],"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
0009,['Gold'],It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
0009,['Silver'],The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
0009,['Crystal'],It firmly plants its feet on the ground before shooting water from the jets on its back.
0009,"['Ruby', 'Sapphire']",BLASTOISE has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
0009,['FireRed'],"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
0009,['LeafGreen'],The pressurized water jets on this brutal POKéMON’s shell are used for high-speed tackles.
0009,['Emerald'],The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.
0009,"['Diamond', 'Pearl', 'Platinum']",The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
0009,['HeartGold'],It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
0009,['SoulSilver'],The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
0009,"['Black', 'White', 'Black 2', 'White 2']",The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
0009,['X'],"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
0009,['Y'],The pressurized water jets on this brutal Pokémon’s shell are used for high-speed tackles.
0009,"['Omega Ruby', 'Alpha Sapphire']",Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
0009,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
0009,['Sword'],"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
0009,['Shield'],The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
0009,"['Brilliant Diamond', 'Shining Pearl']",The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
0009,"['Red', 'Blue']",A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.
0009,['Yellow'],"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
0009,['Gold'],It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
0009,['Silver'],The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
0009,['Crystal'],It firmly plants its feet on the ground before shooting water from the jets on its back.
0009,"['Ruby', 'Sapphire']",BLASTOISE has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
0009,['FireRed'],"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
0009,['LeafGreen'],The pressurized water jets on this brutal POKéMON’s shell are used for high-speed tackles.
0009,['Emerald'],The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.
0009,"['Diamond', 'Pearl', 'Platinum']",The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
0009,['HeartGold'],It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
0009,['SoulSilver'],The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
0009,"['Black', 'White', 'Black 2', 'White 2']",The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
0009,['X'],"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
0009,['Y'],The pressurized water jets on this brutal Pokémon’s shell are used for high-speed tackles.
0009,"['Omega Ruby', 'Alpha Sapphire']",Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
0009,"[""Let's Go Pikachu"", ""Let's Go Eevee""]","Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
0009,['Sword'],"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
0009,['Shield'],The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
0009,"['Brilliant Diamond', 'Shining Pearl']",The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
0010,"['Red', 'Blue']",Its short feet are tipped with suction pads that enable it to tirelessly climb slopes and walls.
