pokedex_id,game,location
0006,"['Gold', 'Silver', 'Crystal']",Trade/migrate from another game
0006,"['Ruby', 'Sapphire']",Trade/migrate from another game
0006,"['FireRed', 'LeafGreen']",Evolve Charmander/Charmeleon
0006,['Emerald'],Trade/migrate from another game
0006,"['Diamond', 'Pearl', 'Platinum']",Trade/migrate from another game
0006,"['HeartGold', 'SoulSilver']",Evolve Charmander/Charmeleon
0006,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0006,"['X', 'Y']",Evolve Charmander/Charmeleon
0006,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0006,"['Sun', 'Moon']",Trade/migrate from another game
0006,"['Ultra Sun', 'Ultra Moon']",Evolve Charmander/Charmeleon
0006,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 2, 3, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25"
0006,"['Sword', 'Shield']",Trade/migrate from another game
0006,"['Brilliant Diamond', 'Shining Pearl']",Evolve Charmander/Charmeleon
0006,['Legends: Arceus'],Not available in this game
0006,"['Scarlet', 'Violet']",Location data not yet available
0006,"['Red', 'Blue', 'Yellow']",Evolve Charmander/Charmeleon
0006,"['Gold', 'Silver', 'Crystal']",Trade/migrate from another game
0006,"['Ruby', 'Sapphire']",Trade/migrate from another game
0006,"['FireRed', 'LeafGreen']",Evolve Charmander/Charmeleon
0006,['Emerald'],Trade/migrate from another game
0006,"['Diamond', 'Pearl', 'Platinum']",Trade/migrate from another game
0006,"['HeartGold', 'SoulSilver']",Evolve Charmander/Charmeleon
0006,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0006,"['X', 'Y']",Evolve Charmander/Charmeleon
0006,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0006,"['Sun', 'Moon']",Trade/migrate from another game
0006,"['Ultra Sun', 'Ultra Moon']",Evolve Charmander/Charmeleon
0006,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 2, 3, 4, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 24, 25"
0006,"['Sword', 'Shield']",Trade/migrate from another game
0006,"['Brilliant Diamond', 'Shining Pearl']",Evolve Charmander/Charmeleon
0006,['Legends: Arceus'],Not available in this game
0006,"['Scarlet', 'Violet']",Location data not yet available
0007,"['Red', 'Blue']",Pallet Town
0007,['Yellow'],Vermilion City
0007,"['Gold', 'Silver', 'Crystal']",Trade/migrate from another game
0007,"['Ruby', 'Sapphire']",Trade/migrate from another game
0007,"['FireRed', 'LeafGreen']",Pallet Town
0007,['Emerald'],Trade/migrate from another game
0007,"['Diamond', 'Pearl', 'Platinum']",Trade/migrate from another game
0007,"['HeartGold', 'SoulSilver']",Pallet Town
0007,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0007,"['X', 'Y']",Lumiose City
0007,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0007,"['Sun', 'Moon']",Trade/migrate from another game
0007,"['Ultra Sun', 'Ultra Moon']",Seaward Cave
0007,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 24, 25, Seafoam Islands, Vermilion City"
0007,"['Sword', 'Shield']",Trade/migrate from another game
0007,"['Brilliant Diamond', 'Shining Pearl']","Fountainspring Cave, Riverbank Cave, Still-Water Cavern"
0007,['Legends: Arceus'],Not available in this game
0007,"['Scarlet', 'Violet']",Location data not yet available
0008,"['Red', 'Blue', 'Yellow']",Evolve Squirtle
0008,"['Gold', 'Silver', 'Crystal']",Trade/migrate from another game
0008,"['Ruby', 'Sapphire']",Trade/migrate from another game
0008,"['FireRed', 'LeafGreen']",Evolve Squirtle
0008,['Emerald'],Trade/migrate from another game
0008,"['Diamond', 'Pearl', 'Platinum']",Trade/migrate from another game
0008,"['HeartGold', 'SoulSilver']",Evolve Squirtle
0008,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0008,"['X', 'Y']",Evolve Squirtle
0008,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0008,"['Sun', 'Moon']",Trade/migrate from another game
0008,"['Ultra Sun', 'Ultra Moon', 'Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Evolve Squirtle
0008,"['Sword', 'Shield']",Trade/migrate from another game
0008,"['Brilliant Diamond', 'Shining Pearl']",Evolve Squirtle
0008,['Legends: Arceus'],Not available in this game
0008,"['Scarlet', 'Violet']",Location data not yet available
0009,"['Red', 'Blue', 'Yellow']",Evolve Squirtle/Wartortle
0009,"['Gold', 'Silver', 'Crystal']",Trade/migrate from another game
0009,"['Ruby', 'Sapphire']",Trade/migrate from another game
0009,"['FireRed', 'LeafGreen']",Evolve Squirtle/Wartortle
0009,['Emerald'],Trade/migrate from another game
0009,"['Diamond', 'Pearl', 'Platinum']",Trade/migrate from another game
0009,"['HeartGold', 'SoulSilver']",Evolve Squirtle/Wartortle
0009,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0009,"['X', 'Y']",Evolve Squirtle/Wartortle
0009,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0009,"['Sun', 'Moon']",Trade/migrate from another game
0009,"['Ultra Sun', 'Ultra Moon', 'Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Evolve Squirtle/Wartortle
0009,"['Sword', 'Shield']",Trade/migrate from another game
0009,"['Brilliant Diamond', 'Shining Pearl']",Evolve Squirtle/Wartortle
0009,['Legends: Arceus'],Not available in this game
0009,"['Scarlet', 'Violet']",Location data not yet available
0009,"['Red', 'Blue', 'Yellow']",Evolve Squirtle/Wartortle
0009,"['Gold', 'Silver', 'Crystal']",Trade/migrate from another game
0009,"['Ruby', 'Sapphire']",Trade/migrate from another game
0009,"['FireRed', 'LeafGreen']",Evolve Squirtle/Wartortle
0009,['Emerald'],Trade/migrate from another game
0009,"['Diamond', 'Pearl', 'Platinum']",Trade/migrate from another game
0009,"['HeartGold', 'SoulSilver']",Evolve Squirtle/Wartortle
0009,"['Black', 'White', 'Black 2', 'White 2']",Trade/migrate from another game
0009,"['X', 'Y']",Evolve Squirtle/Wartortle
0009,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0009,"['Sun', 'Moon']",Trade/migrate from another game
0009,"['Ultra Sun', 'Ultra Moon', 'Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Evolve Squirtle/Wartortle
0009,"['Sword', 'Shield']",Trade/migrate from another game
0009,"['Brilliant Diamond', 'Shining Pearl']",Evolve Squirtle/Wartortle
0009,['Legends: Arceus'],Not available in this game
0009,"['Scarlet', 'Violet']",Location data not yet available
0010,['Red'],"Route 25, Viridian Forest"
0010,['Blue'],"Route 2, 24, 25, Viridian Forest"
0010,['Yellow'],Viridian Forest
0010,['Gold'],"Route 2, 26, 27, 30, 31, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage, National Park"
0010,['Silver'],National Park
0010,['Crystal'],"Route 2, 24, 25, 30, 31, Ilex Forest, National Park"
0010,"['Ruby', 'Sapphire']",Trade/migrate from another game
0010,"['FireRed', 'LeafGreen']","Route 2, 24, 25, Pattern Bush, Viridian Forest"
0010,['Emerald'],Trade/migrate from another game
0010,"['Diamond', 'Pearl']",Route 204
0010,['Platinum'],"Route 204, Eterna Forest"
0010,['HeartGold'],"Route 2, 30, 31, Ilex Forest, National Park, Viridian Forest"
0010,['SoulSilver'],National Park
0010,['Black'],Trade/migrate from another game
0010,['White'],Breed Metapod/Butterfree
0010,"['Black 2', 'White 2']",Trade/migrate from another game
0010,['X'],Santalune Forest
0010,['Y'],"Route 2, Santalune Forest"
0010,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0010,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Route 1, 5, Melemele Meadow, Lush Jungle"
0010,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 2, Viridian Forest"
0010,"['Sword', 'Shield']",Route 1
0010,['Brilliant Diamond'],"Spacious Cave, Grassland Cave, Swampy Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Bogsunk Cavern"
0010,['Shining Pearl'],Trade/migrate from another game
0010,['Legends: Arceus'],Not available in this game
0010,"['Scarlet', 'Violet']",Location data not yet available
0011,['Red'],"Route 25, Viridian Forest"
0011,['Blue'],"Route 24, 25, Viridian Forest"
0011,['Yellow'],Viridian Forest
0011,['Gold'],"Route 2, 26, 27, 30, 31, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage, National Park"
0011,['Silver'],National Park
0011,['Crystal'],"Route 24, 25, Ilex Forest, National Park"
0011,"['Ruby', 'Sapphire']",Trade/migrate from another game
0011,"['FireRed', 'LeafGreen']","Route 24, 25, Pattern Bush, Viridian Forest"
0011,['Emerald'],Trade/migrate from another game
0011,"['Diamond', 'Pearl', 'Platinum']",Eterna Forest
0011,['HeartGold'],"Route 2, 30, 31, 47, Ilex Forest, National Park, Viridian Forest"
0011,['SoulSilver'],National Park
0011,['Black'],Trade/migrate from another game
0011,['White'],Route 12
0011,"['Black 2', 'White 2']",Trade/migrate from another game
0011,['X'],Evolve Caterpie
0011,['Y'],Santalune Forest
0011,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0011,"['Sun', 'Moon']","Route 1, 5, Melemele Meadow, Lush Jungle"
0011,"['Ultra Sun', 'Ultra Moon']","Route 5, Melemele Meadow, Lush Jungle"
0011,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Viridian Forest
0011,"['Sword', 'Shield']",Rolling Fields
0011,['Brilliant Diamond'],Evolve Caterpie
0011,['Shining Pearl'],Trade/migrate from another game
0011,['Legends: Arceus'],Not available in this game
0011,"['Scarlet', 'Violet']",Location data not yet available
0012,"['Red', 'Blue', 'Yellow']",Evolve Caterpie/Metapod
0012,['Gold'],"Route 2, 26, 27, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage, National Park"
0012,['Silver'],National Park
0012,['Crystal'],"Route 2, 24, 25, Ilex Forest, National Park"
0012,"['Ruby', 'Sapphire']",Trade/migrate from another game
0012,"['FireRed', 'LeafGreen']",Evolve Caterpie/Metapod
0012,['Emerald'],Trade/migrate from another game
0012,"['Diamond', 'Pearl', 'Platinum']",Evolve Caterpie/Metapod
0012,['HeartGold'],"Route 2, 47, Ilex Forest, National Park, Viridian Forest"
0012,['SoulSilver'],National Park
0012,['Black'],Trade/migrate from another game
0012,['White'],Route 12
0012,"['Black 2', 'White 2']",Trade/migrate from another game
0012,"['X', 'Y']",Evolve Caterpie/Metapod
0012,"['Omega Ruby', 'Alpha Sapphire']",Trade/migrate from another game
0012,"['Sun', 'Moon', 'Ultra Sun', 'Ultra Moon']","Route 5, Melemele Meadow, Lush Jungle"
0012,"['Let\'s Go Pikachu!']",Viridian Forest
0012,"['Let\'s Go Eevee!']",Evolve Caterpie/Metapod
0012,"['Sword', 'Shield']","Rolling Fields, East Lake Axewell, Slumbering Weald, Giant's Mirror"
0012,['Brilliant Diamond'],Evolve Caterpie/Metapod
0012,['Shining Pearl'],Trade/migrate from another game
0012,['Legends: Arceus'],Not available in this game
0012,"['Scarlet', 'Violet']",Location data not yet available
0013,['Red'],"Route 2, 24, 25, Viridian Forest"
0013,['Blue'],"Route 25, Viridian Forest"
0013,['Yellow'],Trade/migrate from another game
0013,['Gold'],National Park
0013,['Silver'],"Route 2, 26, 27, 30, 31, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage, National Park"
0013,['Crystal'],"Route 30, 31, Ilex Forest, National Park"
0013,"['Ruby', 'Sapphire']",Trade/migrate from another game
0013,"['FireRed', 'LeafGreen']","Route 2, 24, 25, Pattern Bush, Viridian Forest"
0013,['Emerald'],Trade/migrate from another game
0013,"['Diamond', 'Pearl']",Route 204
0013,['Platinum'],"Route 204, Eterna Forest"
0013,['HeartGold'],National Park
0013,['SoulSilver'],"Route 2, 30, 31, Ilex Forest, National Park, Viridian Forest"
0013,['Black'],Breed Kakuna/Beedrill
0013,"['White', 'Black 2', 'White 2']",Trade/migrate from another game
0013,['X'],"Route 2, Santalune Forest"
0013,['Y'],Santalune Forest
0013,"['Omega Ruby', 'Alpha Sapphire']",Breed Kakuna/Beedrill
0013,"['Sun', 'Moon']",Trade/migrate from another game
0013,"['Ultra Sun', 'Ultra Moon']",Breed Kakuna/Beedrill
0013,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 2, Viridian Forest"
0013,"['Sword', 'Shield']",Not available in this game
0013,['Brilliant Diamond'],Trade/migrate from another game
0013,['Shining Pearl'],"Spacious Cave, Grassland Cave, Swampy Cave, Riverbank Cave, Still-Water Cavern, Sunlit Cavern, Bogsunk Cavern"
0013,['Legends: Arceus'],Not available in this game
0013,"['Scarlet', 'Violet']",Location data not yet available
0014,['Red'],"Route 24, 25, Viridian Forest"
0014,['Blue'],"Route 25, Viridian Forest"
0014,['Yellow'],Trade/migrate from another game
0014,['Gold'],National Park
0014,['Silver'],"Route 2, 26, 27, 30, 31, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage, National Park"
0014,['Crystal'],"Ilex Forest, National Park"
0014,"['Ruby', 'Sapphire']",Trade/migrate from another game
0014,"['FireRed', 'LeafGreen']","Route 24, 25, Pattern Bush, Viridian Forest"
0014,['Emerald'],Trade/migrate from another game
0014,"['Diamond', 'Pearl', 'Platinum']",Eterna Forest
0014,['HeartGold'],National Park
0014,['SoulSilver'],"Route 2, 30, 31, 47, Ilex Forest, National Park, Viridian Forest"
0014,['Black'],Route 12
0014,"['White', 'Black 2', 'White 2']",Trade/migrate from another game
0014,['X'],Santalune Forest
0014,['Y'],Evolve Weedle
0014,"['Omega Ruby', 'Alpha Sapphire']",Safari Zone
0014,"['Sun', 'Moon']",Trade/migrate from another game
0014,"['Ultra Sun', 'Ultra Moon']",Evolve Weedle
0014,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']",Viridian Forest
0014,"['Sword', 'Shield']",Not available in this game
0014,['Brilliant Diamond'],Trade/migrate from another game
0014,['Shining Pearl'],Evolve Weedle
0014,['Legends: Arceus'],Not available in this game
0014,"['Scarlet', 'Violet']",Location data not yet available
0015,"['Red', 'Blue']",Evolve Weedle/Kakuna
0015,['Yellow'],Trade/migrate from another game
0015,['Gold'],National Park
0015,['Silver'],"Route 2, 26, 27, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage, National Park"
0015,['Crystal'],"Ilex Forest, National Park"
0015,"['Ruby', 'Sapphire']",Trade/migrate from another game
0015,"['FireRed', 'LeafGreen']",Evolve Weedle/Kakuna
0015,['Emerald'],Trade/migrate from another game
0015,"['Diamond', 'Pearl', 'Platinum']",Evolve Weedle/Kakuna
0015,['HeartGold'],National Park
0015,['SoulSilver'],"Route 2, 47, Ilex Forest, National Park, Viridian Forest"
0015,['Black'],Route 12
0015,"['White', 'Black 2', 'White 2']",Trade/migrate from another game
0015,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",Evolve Weedle/Kakuna
0015,"['Sun', 'Moon']",Trade/migrate from another game
0015,"['Ultra Sun', 'Ultra Moon']",Route 4
0015,"['Let\'s Go Pikachu!']",Evolve Weedle/Kakuna
0015,"['Let\'s Go Eevee!']",Viridian Forest
0015,"['Sword', 'Shield']",Not available in this game
0015,['Brilliant Diamond'],Trade/migrate from another game
0015,['Shining Pearl'],Evolve Weedle/Kakuna
0015,['Legends: Arceus'],Not available in this game
0015,"['Scarlet', 'Violet']",Location data not yet available
0015,"['Red', 'Blue']",Evolve Weedle/Kakuna
0015,['Yellow'],Trade/migrate from another game
0015,['Gold'],National Park
0015,['Silver'],"Route 2, 26, 27, 34, 35, 36, 37, 38, 39, Azalea Town, Ilex Forest, Lake of Rage, National Park"
0015,['Crystal'],"Ilex Forest, National Park"
0015,"['Ruby', 'Sapphire']",Trade/migrate from another game
0015,"['FireRed', 'LeafGreen']",Evolve Weedle/Kakuna
0015,['Emerald'],Trade/migrate from another game
0015,"['Diamond', 'Pearl', 'Platinum']",Evolve Weedle/Kakuna
0015,['HeartGold'],National Park
0015,['SoulSilver'],"Route 2, 47, Ilex Forest, National Park, Viridian Forest"
0015,['Black'],Route 12
0015,"['White', 'Black 2', 'White 2']",Trade/migrate from another game
0015,"['X', 'Y', 'Omega Ruby', 'Alpha Sapphire']",Evolve Weedle/Kakuna
0015,"['Sun', 'Moon']",Trade/migrate from another game
0015,"['Ultra Sun', 'Ultra Moon']",Route 4
0015,"['Let\'s Go Pikachu!']",Evolve Weedle/Kakuna
0015,"['Let\'s Go Eevee!']",Viridian Forest
0015,"['Sword', 'Shield']",Not available in this game
0015,['Brilliant Diamond'],Trade/migrate from another game
0015,['Shining Pearl'],Evolve Weedle/Kakuna
0015,['Legends: Arceus'],Not available in this game
0015,"['Scarlet', 'Violet']",Location data not yet available
0016,"['Red', 'Blue']","Route 1, 2, 3, 5, 6, 7, 8, 12, 13, 14, 15, 21, 24, 25"
0016,['Yellow'],"Route 1, 2, 5, 6, 7, 8, 11, 12, 13, 21, 24, 25, Viridian Forest"
0016,"['Gold', 'Silver']","Route 1, 2, 5, 6, 25, 29, 30, 31, 35, 36, 37, National Park"
0016,['Crystal'],"Route 1, 2, 5, 25, 29, 30, 31, 32, 34, 35, 36, 37, Ilex Forest, National Park"
0016,"['Ruby', 'Sapphire']",Trade/migrate from another game
0016,"['FireRed', 'LeafGreen']","Route 1, 2, 3, 5, 6, 7, 8, 12, 13, 14, 15, 24, 25, Berry Forest, Bond Bridge, Five Isle Meadow"
0016,['Emerald'],Trade/migrate from another game
0016,"['Diamond', 'Pearl', 'Platinum']",Route 229
0016,"['HeartGold', 'SoulSilver']","Route 1, 2, 5, 6, 25, 29, 30, 31, 35, 36, 37, National Park, Viridian Forest"
0016,['Black'],Trade/migrate from another game
0016,['White'],White Forest
0016,"['Black 2', 'White 2']",Trade/migrate from another game
0016,"['X', 'Y']","Route 2, 3"
0016,"['Omega Ruby', 'Alpha Sapphire']",Breed Pidgeotto/Pidgeot
0016,"['Sun', 'Moon']",Trade/migrate from another game
0016,"['Ultra Sun', 'Ultra Moon']",Breed Pidgeotto/Pidgeot
0016,"['Let\'s Go Pikachu!', 'Let\'s Go Eevee!']","Route 1, 2, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 24, 25, Cerulean City, Cinnabar Island, Fuchsia City, Lavender Town, Pallet Town, Pewter City, Vermilion City, Viridian City, Viridian Forest"
0016,"['Sword', 'Shield']",Not available in this game
0016,"['Brilliant Diamond', 'Shining Pearl']",Route 229
0016,['Legends: Arceus'],Not available in this game
0016,"['Scarlet', 'Violet']",Location data not yet available
0017,"['Red', 'Blue']","Route 14, 15, 21"
0017,['Yellow'],"Route 5, 6, 7, 8, 11, 12, 13, 14, 15, 21, 24, 25, Viridian Forest"
0017,"['Gold', 'Silver']","Route 2, 8, 13, 14, 15, 25, 37, 43"
0017,['Crystal'],"Route 2, 5, 8, 11, 13, 14, 15, 25, 37, 38, 39, 43"
0017,"['Ruby', 'Sapphire']",Trade/migrate from another game
0017,"['FireRed', 'LeafGreen']","Route 13, 14, 15, Berry Forest, Bond Bridge, Five Isle Meadow"
0017,['Emerald'],Trade/migrate from another game
0017,"['Diamond', 'Pearl', 'Platinum']",Evolve Pidgey
0017,"['HeartGold', 'SoulSilver']","Route 2, 8, 13, 14, 15, 25, 37, 43, Viridian Forest"
0017,['Black'],Trade/migrate from another game
0017,['White'],Evolve Pidgey
0017,"['Black 2', 'White 2']",Trade/migrate from another game
0017,"['X', 'Y']",Evolve Pidgey
0017,"['Omega Ruby', 'Alpha Sapphire']",Safari Zone
0017,"['Sun', 'Moon']",Trade/migrate from another game
